filename,rmse,chroma,mel,tonnetz,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
03-01-02-02-02-01-01.wav,0.002096147,0.510992229,0.001969467,-0.011324651,-704.6942139,69.36788177,4.208249092,12.46401882,5.158593178,6.381875038,-5.335752487,-4.355043411,-8.794273376,-4.403316498,1.832577586,1.697259068,0.126110122,-3.56922102,1.296900272,-0.411295801,-4.766839504,-1.56502831,-2.058300734,-0.013833852,calm
03-01-02-02-02-02-01.wav,0.002133834,0.540584922,0.002525596,-0.011145771,-691.3158569,65.83370209,-4.037140369,15.08972263,6.215339184,3.482349157,-4.885654926,-7.746931076,-10.25315857,-3.204990625,3.273087502,-0.467109114,-0.75394392,-5.044662952,-0.832500458,0.618486464,-5.044071198,-1.919038415,-1.007355571,0.308858544,calm
03-01-03-01-01-01-01.wav,0.004264778,0.567374051,0.011752463,-0.003419173,-646.1303101,63.4360466,-4.705013752,12.90781498,3.926320791,-2.585448503,-5.982906342,-6.311689854,-11.83765411,-2.075404882,-1.588587284,-6.506575584,0.894867122,-4.387031078,-2.690741777,2.439586163,-8.270910263,-2.602697849,-2.698618412,-2.327235699,happy
03-01-03-01-01-02-01.wav,0.004907564,0.559423864,0.015580121,0.003539366,-631.5811157,63.32216644,-6.133517742,15.78336239,6.213467598,-1.268489599,-6.906774998,-4.491343498,-13.98042774,-1.05652225,-0.162011713,-6.067973137,3.119391441,-3.652400017,-2.460493565,3.520350695,-8.102168083,-2.503962278,0.046346333,-1.456886649,happy
03-01-03-01-02-01-01.wav,0.003750455,0.536365151,0.009416106,-0.006960677,-656.4083252,62.54231644,-2.664726734,13.25156403,1.503354192,0.161209226,-5.98696804,-6.960752964,-14.088727,-2.99408102,2.057792425,-6.692927837,1.636471391,-3.856452942,-0.937694252,1.868069768,-7.032697201,-1.723479867,-1.22100544,-3.050496578,happy
03-01-03-01-02-02-01.wav,0.003754378,0.524417698,0.007899506,-0.009556129,-652.9287109,57.44776535,0.027808761,18.7137661,2.240794659,0.837826133,-2.916429996,-5.873826504,-13.81719208,-3.219100952,0.240283757,-4.203773499,2.208737135,-3.846459866,-1.13584125,1.541781425,-7.628203392,-1.944846749,-1.570225358,-2.247714758,happy
03-01-03-02-01-01-01.wav,0.006442027,0.497327626,0.027250377,-0.004043877,-596.7912598,49.54842758,-6.384744167,6.00622654,-1.66801405,-0.812520266,-12.42863274,-8.426094055,-11.48593712,-8.588349342,-1.05700624,-6.68246603,-2.265548944,-3.441629648,-7.103388309,-0.475832671,-7.761381626,-2.64037323,-3.171097279,-4.597750187,happy
03-01-03-02-01-02-01.wav,0.008208805,0.488779902,0.046211243,0.006057392,-560.0926514,55.18310928,-11.82618618,5.802594662,2.109796524,-1.559522986,-11.414464,-7.29662323,-14.80503273,-7.140439987,2.974120378,-7.601741314,-1.929784656,-1.682946444,-6.232723236,1.044203043,-7.599879265,-5.628975391,-2.752588511,-4.389024734,happy
03-01-03-02-02-01-01.wav,0.010932883,0.471808463,0.066928081,-0.004254586,-517.9983521,48.42935562,-10.63123035,8.240811348,-0.580183327,-1.767224669,-10.82508659,-8.834173203,-18.27419281,-4.5227108,-0.383738339,-8.764273643,-0.2545214,-3.493055344,-7.331166744,2.107862234,-9.868227959,-3.553794861,-2.676672697,-4.439476013,happy
03-01-03-02-02-02-01.wav,0.010222165,0.497411937,0.057548746,-0.003928571,-539.4446411,50.09036255,-9.412654877,7.33181715,-1.538750529,-2.915135384,-10.20346832,-9.21971035,-17.61070824,-6.740696907,-2.160770178,-6.623501301,-0.661191046,-2.431236982,-8.128457069,0.50682205,-8.942593575,-5.299637318,-2.962428331,-2.813621521,happy
03-01-04-01-01-01-01.wav,0.002151557,0.545829296,0.003116733,0.001207669,-681.0886841,61.20893097,-2.361429214,14.60926342,6.424040794,-2.480571032,-2.860464334,-8.270591736,-11.42906284,-4.070112705,-4.636812687,-1.322848916,-1.223659515,-6.030126572,-2.30438447,-0.950936198,-5.822602272,-4.289968967,-3.387082338,-0.547917724,sad
03-01-04-01-01-02-01.wav,0.002002468,0.541196764,0.002750179,0.004746188,-699.3178101,65.86637115,-1.469512343,16.90119553,8.154821396,-0.100982271,-0.189459473,-7.229146004,-10.66055775,-5.173814774,-2.092038155,-1.674589515,-2.088059425,-3.128110409,-1.031246781,-0.556464851,-4.043363571,-2.390498877,-1.947776556,0.226835623,sad
03-01-04-01-02-01-01.wav,0.001752738,0.607120335,0.002066527,-0.005172361,-735.7175293,60.75024414,-3.785146236,14.37407684,6.250600815,-1.431075692,-2.066459179,-7.237082958,-11.30436897,-3.497876406,-1.316507459,-1.039887667,-1.593714833,-3.062547684,-3.010930777,0.021422418,-4.856052876,-5.939772129,-0.963239074,-0.2193795,sad
03-01-04-01-02-02-01.wav,0.002293329,0.562351584,0.003393531,0.006435503,-711.9610596,59.92442322,0.383192241,15.94035912,5.673768997,0.153520823,0.892265022,-7.203910828,-12.56525707,-3.655405998,-2.709263563,-2.145417929,-0.353641868,-3.74469924,-2.850524902,2.172559023,-3.438985109,-3.968237162,-1.866259813,0.159572542,sad
03-01-04-02-01-01-01.wav,0.002926511,0.55623126,0.005104119,0.004606489,-670.1114502,62.82307434,0.557142258,17.21874809,7.455060482,-1.478175044,-1.272433639,-7.127524853,-9.772373199,-1.152099133,-2.775756836,-2.271385431,-0.459280431,-4.753954411,-1.715774179,1.366932988,-5.278739929,-2.809941292,-2.870105267,0.056078095,sad
03-01-04-02-01-02-01.wav,0.004811277,0.539812744,0.01690283,0.002592045,-627.6443481,51.20386887,-5.20752573,10.82092476,3.391343594,-3.302951336,-8.977056503,-6.839668274,-15.43920135,-4.134801865,-2.500570536,-6.667371273,0.044459533,-4.623893738,-5.383047104,1.489913821,-9.344368935,-3.181338787,-0.96571064,-2.436523914,sad
03-01-04-02-02-01-01.wav,0.005032614,0.547933042,0.015696878,-0.000860011,-620.4120483,55.26412582,-6.000837326,13.99707031,3.66776967,-2.472905397,-7.08465004,-9.022414207,-18.74124336,-4.635804653,-2.525758266,-7.012228489,0.11720717,-5.342791557,-4.02931881,1.676469922,-6.994654655,-4.34852457,-3.124474287,-2.351709843,sad
03-01-04-02-02-02-01.wav,0.006125165,0.533524096,0.020750949,0.001577304,-606.1060791,51.19069672,-4.475017548,13.70772552,1.942104936,-2.75401473,-7.361366749,-8.506663322,-16.33450508,-3.495388269,-1.711857915,-5.745049477,0.093078613,-6.062932014,-4.298379421,1.685703278,-8.339622498,-4.126732349,-3.161735296,-2.409514904,sad
03-01-05-01-01-01-01.wav,0.008677954,0.507643342,0.049110126,0.006959093,-546.3416748,42.90350342,-6.407750607,13.03262234,-1.794448256,-2.409416914,-4.695903778,-1.079173088,-12.83233547,-4.406177044,-1.224013567,-4.406078339,-1.06506598,-4.261331081,-3.623210669,-1.46582973,-6.513277054,-1.558025479,-4.251170158,-3.055878162,angry
03-01-05-01-01-02-01.wav,0.009703699,0.500918329,0.053054456,0.001539722,-526.5403442,40.55012512,-5.846923351,8.531040192,-3.828483582,-3.220250845,-7.475059509,-8.151176453,-13.54616833,-6.147716522,-4.918255329,-6.246776104,-3.876450539,-4.333685875,-4.994553566,-2.620616913,-8.812980652,-1.448636651,-5.941489697,-3.931992769,angry
03-01-05-01-02-01-01.wav,0.006903801,0.551661193,0.031409655,0.002238937,-571.1598511,45.7569046,-1.888946295,12.21423244,-0.766279221,-1.461100221,-5.591995239,-6.302695751,-13.77570438,-3.818068027,-3.997174978,-4.10605669,-1.307060838,-5.058979988,-2.560849905,-0.250304848,-7.994499683,-2.461409092,-2.409012318,-4.153036118,angry
03-01-05-01-02-02-01.wav,0.010877375,0.506697476,0.07256256,-0.005970983,-531.0529785,44.65312195,-3.249049902,8.975467682,-0.368287653,-3.103155136,-4.731601238,-6.201691151,-15.52231884,-4.622941494,-2.943895102,-5.428802013,-0.068439506,-4.846159458,-4.792139053,1.188575506,-9.502509117,-1.188473582,-1.985487223,-4.616765499,angry
03-01-05-02-01-01-01.wav,0.053693727,0.486555874,1.633719087,0.006902775,-349.3322754,30.41138077,-20.52314758,1.312385559,-11.87038708,-3.82780838,-13.35700226,-13.00814342,-14.11365128,-7.955347061,-6.107919216,-4.512403488,-7.562690258,-5.354640961,-4.481483459,-0.198904872,-7.9838624,2.590233564,1.732229829,4.128475666,angry
03-01-05-02-01-02-01.wav,0.032857053,0.37780875,0.595276594,-0.01754891,-368.5743103,22.89318085,-19.35946274,3.810620546,-10.87169933,-4.801290989,-12.85506439,-7.384647846,-17.47663116,-8.489612579,-5.378400326,-7.750258446,-5.437629223,-3.13630867,-6.042586803,-2.34843874,-12.17494202,-5.014172077,-6.43948555,-7.264637947,angry
03-01-05-02-02-01-01.wav,0.032825585,0.476843536,0.591842055,0.002442467,-401.7068787,30.5050621,-16.27189445,5.42380476,-7.228919983,-3.418763638,-11.86301708,-9.06313324,-17.43238449,-6.134870529,-4.58432579,-8.247121811,-3.685948133,-4.203774452,-5.05675602,1.187399626,-10.5121851,-1.326855659,-3.802663803,-4.128438473,angry
03-01-05-02-02-02-01.wav,0.09229207,0.410935938,4.288038731,0.007559038,-304.1945801,22.83349609,-20.76660538,-2.495639801,-11.0750227,-6.060209751,-17.53963089,-11.27203655,-16.62671471,-8.928221703,-2.964860678,-7.903823853,-6.503942966,-3.874044657,-4.015991211,-0.159172773,-5.8569417,2.124865294,4.189168453,1.768387198,angry
03-01-06-01-01-01-01.wav,0.005953164,0.511449695,0.023338651,0.008304205,-595.5692749,58.39514542,1.854037881,14.74808216,8.114681244,-2.021502495,-4.586834908,-8.132957458,-12.64698982,-1.017799735,-2.642507553,0.881148934,3.275488138,-3.223577976,1.248773575,5.527948856,-4.368784904,-1.53424871,-1.135024428,-1.220076561,fearful
03-01-06-01-01-02-01.wav,0.005685909,0.474828213,0.019677728,-0.000471499,-603.5112305,55.54699326,-6.363469601,9.471385956,4.087011337,-3.696824789,-8.442775726,-11.97602558,-16.68714523,-3.732368946,-3.740829468,-5.83169508,-0.554758251,-6.025747776,-2.141190529,2.954001188,-7.681704521,-3.937740326,-2.685760736,-2.912036419,fearful
03-01-06-01-02-01-01.wav,0.004951228,0.547322631,0.014919812,0.002392185,-624.4835205,60.61671448,7.084729671,19.61024666,9.924354553,4.668557167,-1.20662117,-4.99203968,-8.702972412,0.902699709,-0.107477687,0.977409005,2.591014147,-1.357389331,1.041606784,4.791577816,-2.263902903,-0.87662971,0.73987782,2.762590885,fearful
03-01-06-01-02-02-01.wav,0.004570405,0.535644293,0.012218841,0.01696796,-624.2697144,60.82917404,-3.742742062,15.80237103,6.361755848,0.349939764,-4.320869446,-10.19017792,-10.92595863,-0.271742523,-1.289462566,-0.852521777,-0.086903766,-3.140971661,0.69531548,1.047815919,-3.153032064,-3.053819656,-0.434084892,1.954149008,fearful
03-01-06-02-01-01-01.wav,0.016433723,0.442293614,0.215100855,0.009063474,-439.4267578,52.82290649,-13.12320042,5.725411415,1.246622443,6.415546417,-6.15418911,-11.61123466,-15.28575325,-1.421226025,1.623589277,-3.153291225,-1.091967821,-1.786603808,-0.186367244,9.181970596,-2.446251869,-3.648665428,-1.747947454,-1.956014752,fearful
03-01-06-02-01-02-01.wav,0.022503514,0.389398456,0.344070762,-0.013749981,-404.2763977,43.12467957,-17.96727371,-2.786456347,1.500067711,0.202508315,-11.82783699,-14.61206818,-17.64889717,-6.861052036,-4.892947197,-8.805666924,-6.802556038,-4.82899332,-3.372558832,3.343396187,-8.985887527,-6.431949615,-2.051660538,-2.883078098,fearful
03-01-06-02-02-01-01.wav,0.036761351,0.413418829,0.829129577,0.004977359,-369.8634949,39.62852859,-15.81711006,-0.444559395,-6.174393654,-0.65013051,-10.51026058,-17.82859421,-18.2713356,-8.987494469,-4.1960783,-7.476551056,-8.196329117,-6.906386852,-6.799168587,5.327838421,-8.977286339,-5.265862942,-2.391743183,-2.870341539,fearful
03-01-06-02-02-02-01.wav,0.024843555,0.402377129,0.392493486,0.002879582,-427.3650208,45.67874527,-15.94952965,-0.647493005,-1.206963301,2.482728004,-14.02371311,-15.0208807,-17.59484863,-9.059508324,1.870994449,-7.001271248,-7.83011055,-5.646576405,-4.412210464,4.39940691,-8.909100533,-6.049889565,-1.31126976,-3.83755517,fearful
03-01-07-01-01-01-01.wav,0.002605697,0.483006924,0.0044462,-0.002012332,-647.8856812,64.33452606,-3.619979143,11.5246563,3.44504714,0.947513163,-7.658135891,-6.858325481,-14.22405052,-4.097932816,-1.109156847,-6.879338264,-2.061149836,-6.776375771,-1.244014025,-2.413158655,-6.592948914,-2.683240652,-4.279995441,-1.332027912,disgust
03-01-07-01-01-02-01.wav,0.003004338,0.508009195,0.006240301,0.001783109,-626.8024902,53.27183151,-0.19223465,5.198968887,2.976673365,0.032672677,-9.902621269,-6.332046509,-13.75427914,-4.452126026,-0.99911958,-5.91988802,-3.745728016,-3.90153718,-2.168680191,-2.0433743,-5.647589207,-2.082546711,-1.879645228,0.434194982,disgust
03-01-07-01-02-01-01.wav,0.002800562,0.520343602,0.004228397,-0.00445795,-667.7139282,71.74297333,1.541401386,13.02886105,1.359902859,3.883318901,-5.252994537,-11.68118954,-8.863106728,-1.599862337,-2.934782028,-2.615238667,-1.388341188,-5.904712677,-2.997159958,0.391193688,-5.714966774,-1.849900961,-1.422200918,-3.011088133,disgust
03-01-07-01-02-02-01.wav,0.00287423,0.562947333,0.005320848,0.001417261,-669.5405884,55.21524811,-1.324800372,10.97753143,-0.5819965,4.044317245,-5.807354927,-9.683691978,-7.853656769,-1.002013922,-0.296640843,-3.571989059,-0.889456213,-5.950003624,-1.682618856,0.46247822,-6.330619335,-2.158885241,-1.708725929,-1.510326385,disgust
03-01-07-02-01-01-01.wav,0.011292203,0.443230629,0.096937694,0.001471264,-490.1676636,44.43410873,-7.42906332,-5.201396465,-9.91432476,-1.452104092,-12.06137371,-16.90077209,-14.3769455,-6.444252491,-4.013451576,-3.917676687,-7.465684891,-5.744681358,-6.367389679,-5.037057877,-6.235111237,-1.747991443,-5.60256052,-4.079851627,disgust
03-01-07-02-01-02-01.wav,0.012461565,0.48244831,0.097335041,-0.001281105,-491.3162842,35.61806107,-9.476308823,2.348190784,-9.092998505,-5.897618294,-18.76340485,-15.4327631,-9.989694595,-5.422114849,-4.924888611,-5.478386402,-7.286046028,-8.219912529,-2.962763786,-0.594224215,-8.755432129,-0.650015414,-6.574289322,-4.840940475,disgust
03-01-07-02-02-01-01.wav,0.011278818,0.465656132,0.081245579,0.001325854,-521.0447388,43.79375839,9.018935204,-0.146870762,-7.643603802,0.90803206,-12.52392292,-15.50572205,-5.926437855,-8.252455711,-9.258675575,-2.527518749,-8.10575676,-10.57741737,-5.470740795,-4.366048336,-12.89212799,-4.567148685,-5.713167191,-5.007179737,disgust
03-01-07-02-02-02-01.wav,0.01144069,0.505377173,0.082091168,0.005446576,-501.1140442,42.59934616,-1.34930563,-0.11934036,-4.37942028,-1.486238003,-13.83236694,-15.04821968,-8.739338875,-5.164778233,-6.869845867,-5.706926823,-7.478036404,-6.132218361,-5.58484602,-0.575620234,-7.997512817,-2.5916996,-4.217875004,-3.1326859,disgust
03-01-08-01-01-01-01.wav,0.003140878,0.594574451,0.007691843,0.004828931,-660.7037964,53.33359909,-0.794904172,8.585910797,4.159751892,-2.174864054,-6.379262447,-6.273191929,-10.06800461,-5.555094242,-0.592515767,-4.991651058,-1.132309318,-4.602180958,-4.890338421,0.390182287,-8.619884491,-3.53340745,-2.97147584,-2.762483597,surprised
03-01-08-01-01-02-01.wav,0.003140022,0.608222127,0.007422911,0.000942564,-684.0048828,53.24508286,-3.824051619,10.8633852,6.45998621,-1.764187813,-6.69027853,-5.712965012,-10.27037144,-1.246635079,-1.420165181,-5.538842678,-0.763195932,-4.2606287,-5.467448711,1.867950916,-6.223052025,-2.082683086,-0.365107656,-0.748533189,surprised
03-01-08-01-02-01-01.wav,0.003335351,0.556365252,0.007919766,-0.002712126,-661.697998,56.71538544,-0.477147967,13.32494831,3.082143307,-0.724845648,-4.334768295,-6.946837902,-11.4046011,-2.214426994,-1.159666419,-3.450315714,-2.288118362,-5.141675949,-2.663592815,1.243950963,-6.9691329,-2.918437481,-1.282729387,-0.729195297,surprised
03-01-08-01-02-02-01.wav,0.003929167,0.592923641,0.010496358,0.006820116,-666.6324463,49.67481995,-2.201217413,8.590129852,-0.857066512,-3.523950338,-4.707689285,-6.831403732,-9.854804993,-5.080924034,-1.31151247,-6.220010757,-1.309092522,-4.878011227,-4.390981197,1.16691494,-8.825550079,-3.806193829,-1.919585347,-2.184224367,surprised
03-01-08-02-01-01-01.wav,0.007137659,0.584166169,0.033612534,0.002177501,-605.4552002,51.44181824,-5.82088995,8.970381737,3.716083288,-2.261071444,-8.388424873,-5.921076775,-11.39949512,-4.341222763,0.053027775,-7.454383373,-0.244970024,-3.435116768,-5.271295071,1.070423603,-8.963392258,-3.996342897,-3.568894386,-4.151122093,surprised
03-01-08-02-01-02-01.wav,0.009422167,0.545360148,0.061677691,-0.001865105,-553.4348755,42.34178925,-5.620536327,7.721632004,-0.337958485,-2.950570822,-7.043262005,-7.178857803,-11.85399914,-6.299625874,-1.624013543,-6.278171062,-2.29507494,-2.970675707,-7.033967018,-0.382051826,-8.493450165,-4.733551979,-3.116396427,-4.064809799,surprised
03-01-08-02-02-01-01.wav,0.006973761,0.565995574,0.028095517,0.00309985,-592.7369385,45.52777481,-4.781423092,8.121533394,0.164883241,-3.762319326,-7.129310608,-9.04039669,-15.1251564,-2.182028532,-3.133765459,-5.30581522,-1.336440921,-5.133504391,-5.834976196,0.430589885,-9.720995903,-2.91010499,-1.664645195,-3.09060955,surprised
03-01-08-02-02-02-01.wav,0.009497419,0.582696676,0.058308743,0.000198158,-573.5985107,47.20662308,-5.934521198,6.493814468,-0.938862026,-0.338818073,-8.983735085,-9.345155716,-11.67505264,-4.897144794,-1.766374469,-5.397084713,-2.139754295,-3.526925564,-8.182461739,1.364735365,-9.11690712,-6.097462177,-2.575667858,-1.99796617,surprised
03-01-01-01-01-01-02.wav,0.003617713,0.391555697,0.008704397,-0.002188296,-650.8869629,54.81146622,-9.415655136,8.737362862,-4.716144562,-3.440709114,-5.68401289,-8.289237976,-4.287298679,-0.583920121,-5.030207634,-1.694544554,-5.356236935,0.434209436,-7.138962746,-1.786166072,-3.037848949,-1.760040879,-1.72442174,-0.42627731,neutral
03-01-01-01-01-02-02.wav,0.003527673,0.496522129,0.00808232,0.002513789,-646.1729736,49.42730713,-11.09062481,11.78517818,-6.114032269,-2.782163143,-5.580749512,-7.025090218,-3.072910547,-1.667555809,-3.574868917,-2.048122883,-5.775508404,0.058855619,-6.359614849,-2.878336668,-2.549911022,-0.711325109,-2.061653614,-0.223976821,neutral
03-01-01-01-02-01-02.wav,0.005333353,0.495744318,0.018916929,-0.002791105,-622.7377319,51.62892914,-10.73381138,5.08123827,-5.106305122,-2.911272049,-6.019258499,-9.093671799,-5.539857864,-1.696998835,-5.326416969,-2.588255644,-6.700612545,1.868348718,-6.537975311,-2.883466959,-3.471135616,-3.240566969,-1.461095929,0.179837286,neutral
03-01-01-01-02-02-02.wav,0.004812116,0.476335764,0.015201616,-0.011576513,-638.206543,46.86324692,-10.20813847,5.252196312,-6.740145206,-4.729085445,-6.611048222,-10.27688789,-6.405196667,-2.911853552,-5.97723484,-2.958292484,-8.823287964,-0.111155681,-7.72928381,-2.878268957,-3.287169933,-4.321148396,-1.579506516,-0.627902091,neutral
03-01-02-01-01-01-02.wav,0.003300695,0.450997055,0.006938165,3.68E-05,-663.4849854,52.51665878,-3.929151058,12.22996616,-5.046353817,-1.399401903,-3.784667969,-7.192800522,-3.33983779,-1.799901366,-3.54690814,-3.921070576,-4.86467123,1.593612432,-5.897191048,-1.994499683,-3.618800163,-1.713529468,-4.822394848,-1.338992238,calm
03-01-02-01-01-02-02.wav,0.003394077,0.410016835,0.007088406,0.002810212,-658.8565674,48.35173035,-8.860037804,9.020869255,-6.031626701,-2.496104956,-5.041955471,-8.881882668,-3.436429501,-3.139913082,-4.323446274,-6.849557877,-5.848873615,1.478228927,-7.166495323,-2.823743105,-5.629852772,-3.636862755,-5.702508926,-2.894381046,calm
03-01-02-01-02-01-02.wav,0.003669691,0.369023949,0.008089522,0.001293938,-657.1914673,46.24116898,-5.832902431,4.684301853,-4.818260193,-3.19314909,-7.057169914,-8.49505806,-6.372895241,-2.248450994,-6.65397644,-4.517244816,-7.40119648,0.809390903,-8.924782753,-4.694131374,-3.755135059,-3.464821577,-5.255530834,-2.222160816,calm
03-01-02-01-02-02-02.wav,0.003634959,0.413231343,0.007768434,-0.00206475,-649.6568604,49.1581459,-11.40467739,1.740454078,-6.686942101,-4.769042492,-8.295969009,-11.59274387,-6.922735214,-3.670043707,-7.579477787,-5.716815948,-10.09145355,-0.958765507,-9.757004738,-5.147623062,-5.040686131,-4.042974472,-6.601690292,-3.77780056,calm
03-01-02-02-01-01-02.wav,0.002740898,0.466736346,0.005190538,-0.004320507,-644.4616699,43.89271545,-6.17911005,8.142856598,-6.47841692,-4.678273678,-4.402990341,-7.649756432,-6.631287098,-1.933305979,-4.999674797,-6.357105255,-5.446917057,-1.607407689,-6.778054237,-3.647034645,-5.81225872,-3.030159473,-5.267395973,-3.035356522,calm
03-01-02-02-01-02-02.wav,0.003021795,0.359626055,0.005992225,0.006275438,-654.9472656,46.60622025,-9.203025818,7.763460159,-8.205235481,-2.377124786,-5.51287508,-9.178723335,-5.260579586,-3.363958836,-3.123603106,-7.268802166,-6.322725773,0.126872838,-6.876648426,-3.824658871,-6.297161102,-3.736335039,-5.089474201,-4.263624191,calm
03-01-02-02-02-01-02.wav,0.003368377,0.380928248,0.006986928,0.005244615,-651.7616577,41.65403366,-7.134296417,1.37267065,-7.817509174,-2.135524273,-9.236520767,-11.09352875,-8.598899841,-2.483656406,-7.575758934,-8.154435158,-8.524457932,-1.14240849,-9.379749298,-3.061635494,-5.245523453,-3.448471069,-6.221134663,-3.862481833,calm
03-01-02-02-02-02-02.wav,0.003292158,0.352943599,0.005923704,0.015068683,-657.4942627,47.74876785,-5.376335144,3.576216459,-6.730808258,-1.411330104,-8.252038956,-9.882027626,-6.804761887,-0.906389594,-6.405579567,-8.362634659,-8.921062469,-0.091798112,-9.139163017,-2.951766968,-6.270949841,-3.369839668,-6.335704327,-4.191671848,calm
03-01-03-01-01-01-02.wav,0.006777355,0.487607658,0.030587278,0.003420577,-584.9819336,43.49734879,-21.61351204,8.840687752,-7.184709549,-5.85082531,-4.93976593,-12.59366703,-4.777968407,-3.069792032,-5.816687584,-2.429098606,-8.782639503,-0.57403028,-5.759620667,-3.518035889,-2.640750408,-1.421364188,-3.450459719,1.133980632,happy
03-01-03-01-01-02-02.wav,0.006065226,0.480317056,0.022923289,0.003305776,-604.8967896,45.4312973,-18.23931694,12.39905834,-6.779286385,-6.250355721,-4.895975113,-12.20508766,-3.925210476,-3.79328084,-6.648870945,-1.508943915,-8.131904602,0.398157567,-5.313779354,-4.14000988,-2.364646435,-1.052448869,-2.992733717,2.075506687,happy
03-01-03-01-02-01-02.wav,0.006720631,0.385592788,0.029290522,0.004989111,-597.079834,42.59051132,-21.17542267,5.696572304,-8.307208061,-6.419816971,-9.269517899,-14.62238026,-5.377408981,-3.357950687,-8.64100647,-2.17293334,-10.4288969,-0.595870674,-6.472246647,-5.485033512,-3.097848415,-3.975929022,-4.54682827,1.197251439,happy
03-01-03-01-02-02-02.wav,0.006541452,0.472254544,0.028441951,-0.009094092,-593.2368164,46.83098984,-15.85643005,8.831805229,-6.523924351,-5.755181313,-8.94129467,-12.57181644,-3.421227455,-1.847643137,-7.425349236,-1.675623536,-8.783871651,0.054446109,-7.319164753,-4.429549694,-3.109992504,-3.109857559,-3.492005587,1.388436556,happy
